Nx,Ny,Nz,Sx,Sy,Sz,Roll,Pitch,Yaw,SunFluxX,SunFluxY,SunFluxZ,Octant
-0,-0,-0,38.2329952,32,66.65011687,0,21.5,0,15,8,12,000
-0,-0,-0,38.11661062,32,66.71674448,0,21.6,0,15,8,12,000
-0,-0,-0,38.00010994,32,66.78316887,0,21.7,0,15,8,12,000
-0,-0,-0,37.88349351,32,66.84938982,0,21.8,0,15,8,12,000
-0,-0,-0,37.76676167,32,66.91540714,0,21.9,0,15,8,12,000
-0,-0,-0,37.64991479,32,66.98122062,0,22,0,15,8,12,000
-0,-0,-0,37.53295322,32,67.04683007,0,22.1,0,15,8,12,000
-0,-0,-0,37.41587732,32,67.11223528,0,22.2,0,15,8,12,000
-0,-0,-0,37.29868745,32,67.17743605,0,22.3,0,15,8,12,000
-0,-0,-0,37.18138395,32,67.24243219,0,22.4,0,15,8,12,000
-0,-0,-0,37.0639672,32,67.3072235,0,22.5,0,15,8,12,000
-0,-0,-0,36.94643754,32,67.37180978,0,22.6,0,15,8,12,000
-0,-0,-0,36.82879534,32,67.43619083,0,22.7,0,15,8,12,000
-0,-0,-0,36.71104095,32,67.50036646,0,22.8,0,15,8,12,000
-0,-0,-0,36.59317473,32,67.56433648,0,22.9,0,15,8,12,000
-0,-0,-0,36.47519704,32,67.62810068,0,23,0,15,8,12,000
-0,-0,-0,36.35710824,32,67.69165887,0,23.1,0,15,8,12,000
-0,-0,-0,36.23890869,32,67.75501086,0,23.2,0,15,8,12,000
-0,-0,-0,36.12059876,32,67.81815646,0,23.3,0,15,8,12,000
-0,-0,-0,36.00217879,32,67.88109547,0,23.4,0,15,8,12,000
-0,-0,-0,35.88364915,32,67.94382771,0,23.5,0,15,8,12,000
-0,-0,-0,35.76501021,32,68.00635297,0,23.6,0,15,8,12,000
-0,-0,-0,35.64626232,32,68.06867108,0,23.7,0,15,8,12,000
-0,-0,-0,35.52740585,32,68.13078184,0,23.8,0,15,8,12,000
-0,-0,-0,35.40844115,32,68.19268506,0,23.9,0,15,8,12,000
-0,-0,-0,35.28936859,32,68.25438055,0,24,0,15,8,12,000
-0,-0,-0,35.17018854,32,68.31586813,0,24.1,0,15,8,12,000
-0,-0,-0,35.05090135,32,68.37714761,0,24.2,0,15,8,12,000
-0,-0,-0,34.93150739,32,68.43821879,0,24.3,0,15,8,12,000
-0,-0,-0,34.81200702,32,68.49908151,0,24.4,0,15,8,12,000
-0,-0,-0,34.69240061,32,68.55973556,0,24.5,0,15,8,12,000
-0,-0,-0,34.57268851,32,68.62018077,0,24.6,0,15,8,12,000
-0,-0,-0,34.45287111,32,68.68041695,0,24.7,0,15,8,12,000
-0,-0,-0,34.33294875,32,68.74044392,0,24.8,0,15,8,12,000
-0,-0,-0,34.21292182,32,68.80026149,0,24.9,0,15,8,12,000
-0,-0,-0,34.09279066,32,68.85986948,0,25,0,15,8,12,000
-0,-0,-0,33.97255565,32,68.91926772,0,25.1,0,15,8,12,000
-0,-0,-0,33.85221715,32,68.97845601,0,25.2,0,15,8,12,000
-0,-0,-0,33.73177554,32,69.03743419,0,25.3,0,15,8,12,000
-0,-0,-0,33.61123117,32,69.09620206,0,25.4,0,15,8,12,000
-0,-0,-0,33.49058441,32,69.15475946,0,25.5,0,15,8,12,000
-0,-0,-0,33.36983564,32,69.2131062,0,25.6,0,15,8,12,000
-0,-0,-0,33.24898522,32,69.2712421,0,25.7,0,15,8,12,000
-0,-0,-0,33.12803351,32,69.32916699,0,25.8,0,15,8,12,000
-0,-0,-0,33.0069809,32,69.38688069,0,25.9,0,15,8,12,000
-0,-0,-0,32.88582773,32,69.44438303,0,26,0,15,8,12,000
-0,-0,-0,32.76457439,32,69.50167383,0,26.1,0,15,8,12,000
-0,-0,-0,32.64322125,32,69.55875291,0,26.2,0,15,8,12,000
-0,-0,-0,32.52176866,32,69.61562011,0,26.3,0,15,8,12,000
-0,-0,-0,32.40021701,32,69.67227524,0,26.4,0,15,8,12,000
-0,-0,-0,32.27856667,32,69.72871814,0,26.5,0,15,8,12,000
-0,-0,-0,32.15681799,32,69.78494864,0,26.6,0,15,8,12,000
-0,-0,-0,32.03497137,32,69.84096656,0,26.7,0,15,8,12,000
-0,-0,-0,31.91302715,32,69.89677173,0,26.8,0,15,8,12,000
-0,-0,-0,31.79098573,32,69.95236398,0,26.9,0,15,8,12,000
-0,-0,-0,31.66884746,32,70.00774315,0,27,0,15,8,12,000
-0,-0,-0,31.54661273,32,70.06290906,0,27.1,0,15,8,12,000
-0,-0,-0,31.4242819,32,70.11786154,0,27.2,0,15,8,12,000
-0,-0,-0,31.30185534,32,70.17260044,0,27.3,0,15,8,12,000
-0,-0,-0,31.17933344,32,70.22712557,0,27.4,0,15,8,12,000
-0,-0,-0,31.05671656,32,70.28143679,0,27.5,0,15,8,12,000
-0,-0,-0,30.93400507,32,70.33553391,0,27.6,0,15,8,12,000
-0,-0,-0,30.81119935,32,70.38941678,0,27.7,0,15,8,12,000
-0,-0,-0,30.68829978,32,70.44308523,0,27.8,0,15,8,12,000
-0,-0,-0,30.56530672,32,70.4965391,0,27.9,0,15,8,12,000
-0,-0,-0,30.44222056,32,70.54977822,0,28,0,15,8,12,000
-0,-0,-0,30.31904166,32,70.60280244,0,28.1,0,15,8,12,000
-0,-0,-0,30.19577041,32,70.65561159,0,28.2,0,15,8,12,000
-0,-0,-0,30.07240718,32,70.70820551,0,28.3,0,15,8,12,000
-0,-0,-0,29.94895234,32,70.76058404,0,28.4,0,15,8,12,000
-0,-0,-0,29.82540627,32,70.81274702,0,28.5,0,15,8,12,000
-0,-0,-0,29.70176934,32,70.8646943,0,28.6,0,15,8,12,000
-0,-0,-0,29.57804195,32,70.9164257,0,28.7,0,15,8,12,000
-0,-0,-0,29.45422445,32,70.96794109,0,28.8,0,15,8,12,000
-0,-0,-0,29.33031722,32,71.01924029,0,28.9,0,15,8,12,000
-0,-0,-0,29.20632066,32,71.07032316,0,29,0,15,8,12,000
-0,-0,-0,29.08223512,32,71.12118953,0,29.1,0,15,8,12,000
-0,-0,-0,28.958061,32,71.17183926,0,29.2,0,15,8,12,000
-0,-0,-0,28.83379866,32,71.22227218,0,29.3,0,15,8,12,000
-0,-0,-0,28.70944849,32,71.27248815,0,29.4,0,15,8,12,000
-0,-0,-0,28.58501087,32,71.32248701,0,29.5,0,15,8,12,000
-0,-0,-0,28.46048617,32,71.37226861,0,29.6,0,15,8,12,000
-0,-0,-0,28.33587478,32,71.4218328,0,29.7,0,15,8,12,000
-0,-0,-0,28.21117707,32,71.47117942,0,29.8,0,15,8,12,000
-0,-0,-0,28.08639343,32,71.52030833,0,29.9,0,15,8,12,000
-0,-0,-0,27.96152423,32,71.56921938,0,30,0,15,8,12,000
-0,-0,-0,27.83656985,32,71.61791242,0,30.1,0,15,8,12,000
-0,-0,-0,27.71153068,32,71.66638729,0,30.2,0,15,8,12,000
-0,-0,-0,27.58640709,32,71.71464386,0,30.3,0,15,8,12,000
-0,-0,-0,27.46119947,32,71.76268197,0,30.4,0,15,8,12,000
-0,-0,-0,27.3359082,32,71.81050148,0,30.5,0,15,8,12,000
-0,-0,-0,27.21053366,32,71.85810224,0,30.6,0,15,8,12,000
-0,-0,-0,27.08507624,32,71.90548411,0,30.7,0,15,8,12,000
-0,-0,-0,26.9595363,32,71.95264694,0,30.8,0,15,8,12,000
-0,-0,-0,26.83391424,32,71.9995906,0,30.9,0,15,8,12,000
-0,-0,-0,26.70821045,32,72.04631493,0,31,0,15,8,12,000
-0,-0,-0,26.58242529,32,72.09281979,0,31.1,0,15,8,12,000
-0,-0,-0,26.45655916,32,72.13910505,0,31.2,0,15,8,12,000
-0,-0,-0,26.33061244,32,72.18517056,0,31.3,0,15,8,12,000
-0,-0,-0,26.20458551,32,72.23101618,0,31.4,0,15,8,12,000
-0,-0,-0,26.07847875,32,72.27664177,0,31.5,0,15,8,12,000
-0,-0,-0,25.95229256,32,72.3220472,0,31.6,0,15,8,12,000
-0,-0,-0,25.82602731,32,72.36723232,0,31.7,0,15,8,12,000
-0,-0,-0,25.6996834,32,72.41219699,0,31.8,0,15,8,12,000
-0,-0,-0,25.57326119,32,72.45694109,0,31.9,0,15,8,12,000
-0,-0,-0,25.44676109,32,72.50146447,0,32,0,15,8,12,000
-0,-0,-0,25.32018347,32,72.545767,0,32.1,0,15,8,12,000
-0,-0,-0,25.19352872,32,72.58984854,0,32.2,0,15,8,12,000
-0,-0,-0,25.06679722,32,72.63370896,0,32.3,0,15,8,12,000
-0,-0,-0,24.93998937,32,72.67734812,0,32.4,0,15,8,12,000
-0,-0,-0,24.81310555,32,72.7207659,0,32.5,0,15,8,12,000
-0,-0,-0,24.68614614,32,72.76396216,0,32.6,0,15,8,12,000
-0,-0,-0,24.55911153,32,72.80693676,0,32.7,0,15,8,12,000
-0,-0,-0,24.43200212,32,72.84968958,0,32.8,0,15,8,12,000
-0,-0,-0,24.30481827,32,72.89222049,0,32.9,0,15,8,12,000
-0,-0,-0,24.1775604,32,72.93452936,0,33,0,15,8,12,000
-0,-0,-0,24.05022887,32,72.97661606,0,33.1,0,15,8,12,000
-0,-0,-0,23.92282408,32,73.01848046,0,33.2,0,15,8,12,000
-0,-0,-0,23.79534642,32,73.06012243,0,33.3,0,15,8,12,000
-0,-0,-0,23.66779627,32,73.10154184,0,33.4,0,15,8,12,000
-0,-0,-0,23.54017403,32,73.14273858,0,33.5,0,15,8,12,000
-0,-0,-0,23.41248008,32,73.18371251,0,33.6,0,15,8,12,000
-0,-0,-0,23.28471481,32,73.22446351,0,33.7,0,15,8,12,000
-0,-0,-0,23.15687861,32,73.26499146,0,33.8,0,15,8,12,000
-0,-0,-0,23.02897187,32,73.30529622,0,33.9,0,15,8,12,000
-0,-0,-0,22.90099499,32,73.34537769,0,34,0,15,8,12,000
-0,-0,-0,22.77294834,32,73.38523574,0,34.1,0,15,8,12,000
-0,-0,-0,22.64483232,32,73.42487024,0,34.2,0,15,8,12,000
-0,-0,-0,22.51664732,32,73.46428107,0,34.3,0,15,8,12,000
-0,-0,-0,22.38839373,32,73.50346812,0,34.4,0,15,8,12,000
-0,-0,-0,22.26007194,32,73.54243127,0,34.5,0,15,8,12,000
-0,-0,-0,22.13168235,32,73.58117039,0,34.6,0,15,8,12,000
-0,-0,-0,22.00322534,32,73.61968538,0,34.7,0,15,8,12,000
-0,-0,-0,21.8747013,32,73.6579761,0,34.8,0,15,8,12,000
-0,-0,-0,21.74611063,32,73.69604245,0,34.9,0,15,8,12,000
-0,-0,-0,21.61745371,32,73.73388431,0,35,0,15,8,12,000
-0,-0,-0,21.48873095,32,73.77150156,0,35.1,0,15,8,12,000
-0,-0,-0,21.35994272,32,73.80889409,0,35.2,0,15,8,12,000
-0,-0,-0,21.23108943,32,73.84606179,0,35.3,0,15,8,12,000
-0,-0,-0,21.10217147,32,73.88300454,0,35.4,0,15,8,12,000
-0,-0,-0,20.97318923,32,73.91972222,0,35.5,0,15,8,12,000
-0,-0,-0,20.8441431,32,73.95621474,0,35.6,0,15,8,12,000
-0,-0,-0,20.71503347,32,73.99248197,0,35.7,0,15,8,12,000
-0,-0,-0,20.58586074,32,74.02852381,0,35.8,0,15,8,12,000
-0,-0,-0,20.4566253,32,74.06434015,0,35.9,0,15,8,12,000
-0,-0,-0,20.32732755,32,74.09993087,0,36,0,15,8,12,000
-0,-0,-0,20.19796788,32,74.13529587,0,36.1,0,15,8,12,000
-0,-0,-0,20.06854668,32,74.17043504,0,36.2,0,15,8,12,000
-0,-0,-0,19.93906435,32,74.20534828,0,36.3,0,15,8,12,000
-0,-0,-0,19.80952128,32,74.24003547,0,36.4,0,15,8,12,000
